date,escalation_score_mean,escalation_score_std,escalation_score_min,escalation_score_max,escalation_score_count,article_length_mean,article_length_sum,title_length_mean,region_<lambda>,topic_<lambda>,hour_avg,day_of_week_mode,escalation_score_mean_lag1,escalation_score_mean_lag7,escalation_score_mean_lag30,escalation_score_ma7,escalation_score_ma30,escalation_score_std7,year,month,day,quarter,day_of_year,week_of_year,is_weekend,is_month_start,is_month_end,month_sin,month_cos,day_sin,day_cos,dow_sin,dow_cos,time_trend,time_trend_sq,volatility_7d,volatility_30d,escalation_change,escalation_pct_change,momentum_3d,momentum_7d,position_in_30d_range
2024-01-21,0.5620657035798738,,0.5620657035798738,0.5620657035798738,1,63.0,63,33.0,taiwan,general,0.0,6,0.5620342323274324,0.5622217431212917,,0.562236354774211,,0.0003164867016282757,2024,1,21,1,21,3,1,0,0,0.49999999999999994,0.8660254037844387,-0.8978045395707417,-0.44039415155763423,-0.7818314824680299,0.6234898018587334,20,400,0.0003164867016282757,,3.147125244140625e-05,5.599525906285763e-05,5.834211002708756e-05,-0.0001560395414178517,
2024-01-22,0.5624077096129909,,0.5624077096129909,0.5624077096129909,1,63.0,63,33.0,taiwan,general,0.0,0,0.5620657035798738,0.5628751617489439,,0.5621695758976462,,0.00017844476043698564,2024,1,22,1,22,4,0,0,0,0.49999999999999994,0.8660254037844387,-0.9680771188662041,-0.2506525322587213,0.0,1.0,21,441,0.00017844476043698564,,0.00034200603311707045,0.0006084805227195567,0.00039157000454992374,-0.00046745213595300594,
2024-01-23,0.5624608498631103,,0.5624608498631103,0.5624608498631103,1,63.0,63,33.0,taiwan,general,0.0,1,0.5624077096129909,0.5623790506160621,,0.5621812615043673,,0.00019623972866332232,2024,1,23,1,23,4,0,0,0,0.49999999999999994,0.8660254037844387,-0.9987165071710528,-0.05064916883871355,0.7818314824680298,0.6234898018587336,22,484,0.00019623972866332232,,5.314025011937673e-05,9.448705842940441e-05,0.00042661753567785343,8.179924704820873e-05,
2024-01-24,0.5622060562625076,,0.5622060562625076,0.5622060562625076,1,63.0,63,33.0,taiwan,general,0.0,2,0.5624608498631103,0.5622768340688764,,0.5621711503891719,,0.0001922781011218152,2024,1,24,1,24,4,0,0,0,0.49999999999999994,0.8660254037844387,-0.9884683243281114,0.15142777750457667,0.9749279121818236,-0.22252093395631434,23,529,0.0001922781011218152,,-0.0002547936006026541,-0.00045299792983755083,0.00014035268263379308,-7.07778063687714e-05,
2024-01-25,0.562073018695369,,0.562073018695369,0.562073018695369,1,63.0,63,33.0,taiwan,general,0.0,3,0.5622060562625076,0.5620073614698468,,0.5621805299928179,,0.00018439648835642564,2024,1,25,1,25,4,0,0,0,0.49999999999999994,0.8660254037844387,-0.9377521321470804,0.3473052528448203,0.43388373911755823,-0.900968867902419,24,576,0.00018439648835642564,,-0.00013303756713867188,-0.00023663488796810128,-0.00033469091762194925,6.565722552220876e-05,
2024-01-26,0.5622155984242757,,0.5622155984242757,0.5622155984242757,1,63.0,63,33.0,taiwan,general,0.0,4,0.562073018695369,0.562016139608441,,0.5622090241093657,,0.00016957524542883246,2024,1,26,1,26,4,0,0,0,0.49999999999999994,0.8660254037844387,-0.8486442574947509,0.5289640103269624,-0.433883739117558,-0.9009688679024191,25,625,0.00016957524542883246,,0.0001425797289067443,0.00025366762709522206,-0.00024525143883458167,0.0001994588158347188,
2024-01-27,0.5620329643740799,,0.5620329643740799,0.5620329643740799,1,63.0,63,33.0,taiwan,general,0.0,5,0.5622155984242757,0.5620342323274324,,0.5622088429731724,,0.00016979360846763463,2024,1,27,1,27,4,1,0,0,0.49999999999999994,0.8660254037844387,-0.72479278722912,0.6889669190756865,-0.9749279121818236,-0.2225209339563146,26,676,0.00016979360846763463,,-0.0001826340501958068,-0.0003248469994565628,-0.00017309188842773438,-1.267953352535045e-06,
2024-01-28,0.5619372013843421,,0.5619372013843421,0.5619372013843421,1,63.0,63,33.0,taiwan,general,0.0,6,0.5620329643740799,0.5620657035798738,,0.5621904855166678,,0.00019318407036727044,2024,1,28,1,28,4,1,0,0,0.49999999999999994,0.8660254037844387,-0.5712682150947924,0.8207634412072763,-0.7818314824680299,0.6234898018587334,27,729,0.00019318407036727044,,-9.576298973779096e-05,-0.0001703867847759888,-0.00013581731102685346,-0.00012850219553173226,
2024-01-29,0.5619832866119616,,0.5619832866119616,0.5619832866119616,1,63.0,63,33.0,taiwan,general,0.0,0,0.5619372013843421,0.5624077096129909,,0.5621298536593781,,0.00017978321831278648,2024,1,29,1,29,5,0,0,0,0.49999999999999994,0.8660254037844387,-0.3943558551133187,0.9189578116202306,0.0,1.0,28,784,0.00017978321831278648,,4.608522761950784e-05,8.201134843166535e-05,-0.00023231181231408993,-0.00042442300102929487,
2024-01-30,0.5621580853606717,,0.5621580853606717,0.5621580853606717,1,63.0,63,33.0,taiwan,general,0.0,1,0.5619832866119616,0.5624608498631103,,0.562086601587601,0.5622732344901923,0.00010960184274862582,2024,1,30,1,30,5,0,0,0,0.49999999999999994,0.8660254037844387,-0.20129852008866114,0.9795299412524943,0.7818314824680298,0.6234898018587336,29,841,0.00010960184274862582,0.00023978408285361554,0.00017479874871006995,0.0003110390520042472,0.00012512098659178683,-0.00030276450243860165,0.2354939341422486
